"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Mth Rtn Cost","CUR.MTH.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Mth Rtn Cost Cmp","CUR.MTH.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Mth Rtn Sales","CUR.MTH.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Mth Rtn Units","CUR.MTH.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Mth Rtn Units Cmp","CUR.MTH.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Period","CUR.PERIOD","0","Text","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Grs Com","CUR.QTR.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Grs Cost","CUR.QTR.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Grs Cost Cmp","CUR.QTR.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Grs Sales","CUR.QTR.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Grs Units","CUR.QTR.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Grs Units Cmp","CUR.QTR.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Rtn Com","CUR.QTR.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Rtn Cost","CUR.QTR.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Rtn Cost Cmp","CUR.QTR.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Rtn Sales","CUR.QTR.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Rtn Units","CUR.QTR.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Qtr Rtn Units Cmp","CUR.QTR.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Grs Com","CUR.YTD.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Grs Cost","CUR.YTD.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Grs Cost Cmp","CUR.YTD.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Grs Sales","CUR.YTD.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Grs Units","CUR.YTD.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Grs Units Cmp","CUR.YTD.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Rtn Com","CUR.YTD.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Rtn Cost","CUR.YTD.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Rtn Cost Cmp","CUR.YTD.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Rtn Sales","CUR.YTD.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Rtn Units","CUR.YTD.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Cur Ytd Rtn Units Cmp","CUR.YTD.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Grs Com","FIVE.YRS.AGO.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Grs Cost","FIVE.YRS.AGO.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Grs Cost Cmp","FIVE.YRS.AGO.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Grs Sales","FIVE.YRS.AGO.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Grs Units","FIVE.YRS.AGO.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Grs Units Cmp","FIVE.YRS.AGO.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Rtn Com","FIVE.YRS.AGO.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Rtn Cost","FIVE.YRS.AGO.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Rtn Cost Cmp","FIVE.YRS.AGO.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Rtn Sales","FIVE.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Rtn Units","FIVE.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Rtn Units Cmp","FIVE.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Grs Com","FIVE.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Grs Cost","FIVE.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Grs Cost Cmp","FIVE.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Grs Sales","FIVE.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Grs Units","FIVE.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Grs Units Cmp","FIVE.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Rtn Com","FIVE.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Rtn Cost","FIVE.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Rtn Cost Cmp","FIVE.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Rtn Sales","FIVE.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Rtn Units","FIVE.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Five Yrs Ago Tm Rtn Units Cmp","FIVE.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Grs Com","FOUR.YRS.AGO.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Grs Cost","FOUR.YRS.AGO.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Grs Cost Cmp","FOUR.YRS.AGO.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Grs Sales","FOUR.YRS.AGO.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Grs Units","FOUR.YRS.AGO.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Grs Units Cmp","FOUR.YRS.AGO.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Rtn Com","FOUR.YRS.AGO.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Rtn Cost","FOUR.YRS.AGO.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Rtn Cost Cmp","FOUR.YRS.AGO.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Rtn Sales","FOUR.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Rtn Units","FOUR.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Rtn Units Cmp","FOUR.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Grs Com","FOUR.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Grs Cost","FOUR.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Grs Cost Cmp","FOUR.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Grs Sales","FOUR.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Grs Units","FOUR.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Grs Units Cmp","FOUR.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Rtn Com","FOUR.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Rtn Cost","FOUR.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Rtn Cost Cmp","FOUR.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Rtn Sales","FOUR.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Rtn Units","FOUR.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Four Yrs Ago Tm Rtn Units Cmp","FOUR.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Gl Period","GL.PERIOD","1","Text","Yes","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Id","@ID","0","Text","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Grs Com","LAST.MTH.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Grs Cost","LAST.MTH.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Grs Cost Cmp","LAST.MTH.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Grs Sales","LAST.MTH.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Grs Units","LAST.MTH.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Grs Units Cmp","LAST.MTH.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Rtn Com","LAST.MTH.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Rtn Cost","LAST.MTH.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Rtn Cost Cmp","LAST.MTH.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Rtn Sales","LAST.MTH.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Rtn Units","LAST.MTH.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Mth Rtn Units Cmp","LAST.MTH.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Grs Com","LAST.QTR.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Grs Cost","LAST.QTR.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Grs Cost Cmp","LAST.QTR.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Grs Sales","LAST.QTR.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Grs Units","LAST.QTR.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Grs Units Cmp","LAST.QTR.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Rtn Com","LAST.QTR.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Rtn Cost","LAST.QTR.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Rtn Cost Cmp","LAST.QTR.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Rtn Sales","LAST.QTR.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Rtn Units","LAST.QTR.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Qtr Rtn Units Cmp","LAST.QTR.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Grs Com","LAST.TW.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Grs Cost","LAST.TW.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Grs Cost Cmp","LAST.TW.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Grs Sales","LAST.TW.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Grs Units","LAST.TW.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Grs Units Cmp","LAST.TW.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Rtn Com","LAST.TW.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Rtn Cost","LAST.TW.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Rtn Cost Cmp","LAST.TW.RTN.COST.CMP","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Rtn Sales","LAST.TW.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Rtn Units","LAST.TW.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Tw Rtn Units Cmp","LAST.TW.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Grs Com","LAST.YR.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Grs Cost","LAST.YR.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Grs Cost Cmp","LAST.YR.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Grs Sales","LAST.YR.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Grs Units","LAST.YR.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Grs Units Cmp","LAST.YR.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Rtn Com","LAST.YR.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Rtn Cost","LAST.YR.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Rtn Cost Cmp","LAST.YR.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Rtn Sales","LAST.YR.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Rtn Units","LAST.YR.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Rtn Units Cmp","LAST.YR.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Grs Com","LAST.YR.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Grs Cost","LAST.YR.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Grs Cost Cmp","LAST.YR.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Grs Sales","LAST.YR.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Grs Units","LAST.YR.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Grs Units Cmp","LAST.YR.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Rtn Com","LAST.YR.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Rtn Cost","LAST.YR.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Rtn Cost Cmp","LAST.YR.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Rtn Sales","LAST.YR.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Rtn Units","LAST.YR.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tm Rtn Units Cmp","LAST.YR.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Grs Com","LAST.YR.TW.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Grs Cost","LAST.YR.TW.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Grs Cost Cmp","LAST.YR.TW.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Grs Sales","LAST.YR.TW.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Grs Units","LAST.YR.TW.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Grs Units Cmp","LAST.YR.TW.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Rtn Com","LAST.YR.TW.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Rtn Cost","LAST.YR.TW.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Rtn Cost Cmp","LAST.YR.TW.RTN.COST.CMP","0","Numeric","No","","","","4","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Rtn Sales","LAST.YR.TW.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Rtn Units","LAST.YR.TW.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf"
"Book Sales by SalesRep Summary","Book sales summary by sales rep","Last Yr Tw Rtn Units Cmp","LAST.YR.TW.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf"
