"Table Name","Table Descripition","Property Name","DICTIONARYNAME","ATTRIBUTE","Data Type","Multi-Valued","Code File","SB+ Code Table","Conversion Code","Dec. Places","OWNER  SID","CREATEDBY","CREATEDON","MODIFIEDON"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Rtn Sales","TWO.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Rtn Units","TWO.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Rtn Units Cmp","TWO.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Grs Com","TWO.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Grs Cost","TWO.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Grs Cost Cmp","TWO.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Grs Sales","TWO.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Grs Units","TWO.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Grs Units Cmp","TWO.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Rtn Com","TWO.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Rtn Cost","TWO.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Rtn Cost Cmp","TWO.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Rtn Sales","TWO.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Rtn Units","TWO.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tm Rtn Units Cmp","TWO.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Grs Com","TWO.YRS.AGO.TW.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Grs Cost","TWO.YRS.AGO.TW.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Grs Cost Cmp","TWO.YRS.AGO.TW.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Grs Sales","TWO.YRS.AGO.TW.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Grs Units","TWO.YRS.AGO.TW.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Grs Units Cmp","TWO.YRS.AGO.TW.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Rtn Com","TWO.YRS.AGO.TW.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Rtn Cost","TWO.YRS.AGO.TW.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Rtn Cost Cmp","TWO.YRS.AGO.TW.RTN.COST.CMP","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Rtn Sales","TWO.YRS.AGO.TW.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Rtn Units","TWO.YRS.AGO.TW.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Two Yrs Ago Tw Rtn Units Cmp","TWO.YRS.AGO.TW.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Customer Summary","Book sales summary by customer","Year","YEAR","14","Numeric","Yes","","","","0","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Grs Com","YR.GRS.COM","21","Numeric","Yes","","","","2","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Grs Cost","YR.GRS.COST","19","Numeric","Yes","","","","4","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Grs Cost Cmp","YR.GRS.COST.CMP","25","Numeric","Yes","","","","4","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Grs Sales","YR.GRS.SALES","17","Numeric","Yes","","","","2","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Grs Units","YR.GRS.UNITS","15","Numeric","Yes","","","","0","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Grs Units Cmp","YR.GRS.UNITS.CMP","23","Numeric","Yes","","","","0","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Rtn Com","YR.RTN.COM","22","Numeric","Yes","","","","2","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Rtn Cost","YR.RTN.COST","20","Numeric","Yes","","","","4","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Rtn Cost Cmp","YR.RTN.COST.CMP","26","Numeric","Yes","","","","4","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Rtn Sales","YR.RTN.SALES","18","Numeric","Yes","","","","2","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Rtn Units","YR.RTN.UNITS","16","Numeric","Yes","","","","0","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Customer Summary","Book sales summary by customer","Yr Rtn Units Cmp","YR.RTN.UNITS.CMP","24","Numeric","Yes","","","","0","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Grs Com","CUR.MTH.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Grs Cost","CUR.MTH.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Grs Cost Cmp","CUR.MTH.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Grs Sales","CUR.MTH.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Grs Units","CUR.MTH.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Grs Units Cmp","CUR.MTH.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Rtn Com","CUR.MTH.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Rtn Cost","CUR.MTH.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Rtn Cost Cmp","CUR.MTH.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Rtn Sales","CUR.MTH.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Rtn Units","CUR.MTH.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Mth Rtn Units Cmp","CUR.MTH.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Period","CUR.PERIOD","0","Text","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Grs Com","CUR.QTR.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Grs Cost","CUR.QTR.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Grs Cost Cmp","CUR.QTR.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Grs Sales","CUR.QTR.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Grs Units","CUR.QTR.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Grs Units Cmp","CUR.QTR.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Rtn Com","CUR.QTR.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Rtn Cost","CUR.QTR.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Rtn Cost Cmp","CUR.QTR.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Rtn Sales","CUR.QTR.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Rtn Units","CUR.QTR.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Qtr Rtn Units Cmp","CUR.QTR.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Grs Com","CUR.YTD.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Grs Cost","CUR.YTD.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Grs Cost Cmp","CUR.YTD.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Grs Sales","CUR.YTD.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Grs Units","CUR.YTD.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Grs Units Cmp","CUR.YTD.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Rtn Com","CUR.YTD.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Rtn Cost","CUR.YTD.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Rtn Cost Cmp","CUR.YTD.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Rtn Sales","CUR.YTD.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Rtn Units","CUR.YTD.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Cur Ytd Rtn Units Cmp","CUR.YTD.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Customer","CUSTOMER","0","Text","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Grs Com","FIVE.YRS.AGO.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Grs Cost","FIVE.YRS.AGO.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Grs Cost Cmp","FIVE.YRS.AGO.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Grs Sales","FIVE.YRS.AGO.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Grs Units","FIVE.YRS.AGO.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Grs Units Cmp","FIVE.YRS.AGO.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Rtn Com","FIVE.YRS.AGO.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Rtn Cost","FIVE.YRS.AGO.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Rtn Cost Cmp","FIVE.YRS.AGO.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Rtn Sales","FIVE.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Rtn Units","FIVE.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Rtn Units Cmp","FIVE.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Grs Com","FIVE.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Grs Cost","FIVE.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Grs Cost Cmp","FIVE.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Grs Sales","FIVE.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Grs Units","FIVE.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Grs Units Cmp","FIVE.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Rtn Com","FIVE.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Rtn Cost","FIVE.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Rtn Cost Cmp","FIVE.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Rtn Sales","FIVE.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Rtn Units","FIVE.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Five Yrs Ago Tm Rtn Units Cmp","FIVE.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Grs Com","FOUR.YRS.AGO.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Grs Cost","FOUR.YRS.AGO.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Grs Cost Cmp","FOUR.YRS.AGO.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Grs Sales","FOUR.YRS.AGO.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Grs Units","FOUR.YRS.AGO.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Grs Units Cmp","FOUR.YRS.AGO.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Rtn Com","FOUR.YRS.AGO.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Rtn Cost","FOUR.YRS.AGO.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Rtn Cost Cmp","FOUR.YRS.AGO.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Rtn Sales","FOUR.YRS.AGO.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Rtn Units","FOUR.YRS.AGO.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Rtn Units Cmp","FOUR.YRS.AGO.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Grs Com","FOUR.YRS.AGO.TM.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Grs Cost","FOUR.YRS.AGO.TM.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Grs Cost Cmp","FOUR.YRS.AGO.TM.GRS.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Grs Sales","FOUR.YRS.AGO.TM.GRS.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Grs Units","FOUR.YRS.AGO.TM.GRS.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Grs Units Cmp","FOUR.YRS.AGO.TM.GRS.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Rtn Com","FOUR.YRS.AGO.TM.RTN.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Rtn Cost","FOUR.YRS.AGO.TM.RTN.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Rtn Cost Cmp","FOUR.YRS.AGO.TM.RTN.COST.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Rtn Sales","FOUR.YRS.AGO.TM.RTN.SALES","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Rtn Units","FOUR.YRS.AGO.TM.RTN.UNITS","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Four Yrs Ago Tm Rtn Units Cmp","FOUR.YRS.AGO.TM.RTN.UNITS.CMP","0","Numeric","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Gl Period","GL.PERIOD","1","Text","Yes","","","","0","lwulf","Louis Wulf","2012-12-15","2012-12-15"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Id","@ID","0","Text","No","","","","0","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Last Mth Grs Com","LAST.MTH.GRS.COM","0","Numeric","No","","","","2","lwulf","Louis Wulf","2012-05-24","2012-05-24"
"Book Sales by Product by Customer Summary","Book sales summary by product by customer","Last Mth Grs Cost","LAST.MTH.GRS.COST","0","Numeric","No","","","","4","lwulf","Louis Wulf","2012-05-24","2012-05-24"
